GeneSymbol,Sui1,Sui2,Sui3,Ctrl1,Ctrl2,Ctrl3
TBC1D7,7.736062,8.125156,7.8135695,2.969407,2.6175141,5.0229883
CMPK1,9.567609,10.436228,10.446005,6.515868,6.1915274,7.1067104
RPLP2,15.407785,14.812113,15.463131,10.530024,10.282543,10.652055
COG6,6.890568,8.460663,8.209029,4.664677,4.1991496,5.4859924
CRAMP1L,11.504984,10.709348,10.541213,7.908657,7.4152513,8.05651
ADAMTS2,4.857901,4.605135,4.7528877,3.295623,2.610057,2.7142286
C2orf56,8.07173,8.7388735,8.743202,6.9428525,7.713854,7.420088
ST5,9.0051365,8.781223,9.0600815,6.9460793,7.0874004,7.4604273
COX7A2,4.881997,4.8046274,5.267378,2.40226,2.652717,2.7142286
BBS9,6.5129666,7.511331,7.2412705,5.7550745,6.229489,5.9395523
TMEM64,4.3710804,6.5839696,5.881027,2.700358,2.5626888,4.0477524
CHRNA2,5.1337533,4.5044274,5.586961,4.0257277,3.4238274,4.3143525
CYP26A1,4.5633793,5.3823166,5.083703,2.5720303,2.321939,2.7142286
DARC,5.9891043,5.595989,5.731679,4.253249,4.8009753,2.7142286
OR2A4,4.883068,5.722264,5.729329,3.882008,2.6716177,4.2493863
ARHGAP12,10.920792,10.743993,11.138425,8.980884,9.807516,7.7284703
TMEM66,10.435204,11.265522,11.0007715,8.394483,8.805864,8.296113
SULT1A1,4.663371,4.7183256,5.2058077,3.7498987,3.5798995,2.7142286
HMX1,5.6540356,5.577725,6.1287403,3.500557,2.321939,4.000014
HOXB4,8.331753,7.6351247,8.526313,4.4944057,4.253604,5.5624795
PAMR1,6.3433776,6.7283087,6.7394075,4.5525613,4.560875,4.7765675
ERVMER34-1,5.980123,5.146254,5.8568006,3.2790074,2.321939,3.6664324
C6orf226,11.470724,11.060052,11.353838,9.947939,9.235672,10.444302
DLX5,6.760956,7.0742188,7.139249,2.6777835,2.367029,4.297596
KLHDC9,6.965112,6.4221015,7.299248,4.6131234,4.7111607,4.691051
FBXO38,5.445325,5.5485096,5.6544843,2.8561244,3.236752,2.7142286
CELA3B,7.3210745,7.4152513,7.738564,5.495069,5.9639797,4.7928057
GMFB,8.501405,9.557492,9.392844,7.613203,7.349332,8.465023
UFM1,12.882414,13.051227,12.922088,11.243697,10.517722,11.737924
KCNQ1,6.411905,6.669453,6.9213586,4.991596,5.2369547,5.181946
ZNF692,7.358678,6.9773827,7.509741,5.9729366,6.6291447,6.0418367
RHBDD1,5.5884504,6.5607486,6.3654146,4.6362257,4.655448,4.346587
IL32,8.450609,7.480867,8.130621,5.462209,4.7321725,6.684733
CDH13,10.147187,10.251203,10.156154,8.678483,7.722469,9.448706
NFU1,9.579208,9.673422,9.576244,8.062595,7.958212,8.5081415
TMEM25,11.381915,11.304159,11.892785,10.121782,10.399095,9.412501
ACE,7.6038504,7.345957,7.5921288,5.772199,5.971565,5.987546
KLHDC3,6.008853,6.246,6.915539,4.018672,3.6099274,4.417315
TMEM87B,6.6709576,7.7834563,7.7178464,2.7157366,3.9716763,4.464668
MTMR11,7.268157,6.9005218,7.6962194,5.1278996,5.6136966,5.0972996
RBM15B,6.88951,6.7454,6.032837,4.693849,4.3345385,5.488558
ZMAT5,6.712281,5.6890516,6.450842,4.6028295,4.4970307,5.049697
SON,9.805723,10.959979,10.535279,9.344408,9.378447,8.949152
C10orf128,7.6682463,8.249058,8.147362,6.38022,6.687329,6.232642
PLA2G16,9.606293,9.451146,9.722312,7.9565043,8.134572,7.7115793
LCOR,10.012964,10.303223,10.417102,8.720336,8.73189,9.177019
RAET1L,11.016299,10.725397,11.17315,9.634411,9.720139,9.030929
CYP2F1,4.2851615,4.275568,4.7878594,2.40226,2.440302,2.7142286
ZCCHC7,4.9608192,5.630615,5.5139637,3.4418192,3.436791,2.7142286
ITM2B,16.308186,16.533192,16.533192,14.526235,13.9388075,14.522675
HIST4H4,12.800481,13.380692,13.204016,8.22181,7.092767,8.657711
NADSYN1,5.0643888,4.3601823,4.8715506,2.40226,2.4507759,4.05522
RBM15,8.214514,8.726772,8.663625,6.043471,5.96443,5.958368
GTPBP3,10.042149,9.61701,10.027228,7.735475,8.351066,7.019287
METTL13,4.757122,4.2869,4.779804,3.1336381,2.6380413,2.7142286
IRX5,7.2457843,6.70091,7.485935,3.451354,2.5500162,5.4097576
NQO1,10.617747,10.897307,10.817415,9.395205,9.171619,10.1130905
VWA5A,5.8517523,5.9447794,6.148819,2.8966472,4.2979636,2.7142286
FOPNL,8.35064,9.553924,9.307343,6.087828,5.116387,7.538582
FCER1A,9.822282,9.3048315,9.651853,6.360548,5.694286,7.005285
TMEM206,4.209325,4.6992826,4.7656837,2.40226,2.5117528,2.7142286
EMC6,5.840249,5.3393097,5.8089414,2.40226,2.4092035,4.372791
HOXA9,6.416127,6.386908,6.556442,4.8531137,5.0690155,5.1167984
NOL3,7.4225945,6.484501,7.18116,5.858923,5.618055,6.303776
CCNDBP1,8.327386,8.496713,8.512273,7.1020083,6.75144,7.7712784
RPN2,6.3306036,7.303747,7.049984,2.9988353,3.9730668,4.7151136
NR1I3,5.5180855,4.8017597,5.017997,2.8898947,2.8820567,2.7142286
RIMBP3,6.0512753,5.1183915,5.7871127,3.905133,2.6186452,4.505211
SPRN,5.880674,5.6870747,6.1770134,4.237859,4.3553886,4.7522626
RPL28,17.269707,17.06052,17.234217,15.6947775,14.95593,15.879118
GABRG3,7.1695566,7.2031155,7.6653547,5.9412994,6.104233,5.080074
KCNN2,5.3905625,5.418248,5.7452374,3.3298864,3.9336407,3.813363
TM2D3,9.884503,10.110247,10.130766,7.334264,8.046635,7.6906576
SRP9,14.151911,14.907287,14.70055,13.568362,12.884041,13.603506
ANKRD27,5.79312,5.7605114,6.009263,4.9163933,4.2363105,5.094121
STXBP3,9.89467,10.773932,10.595142,8.535071,8.3071785,8.974794
CXCL9,4.956678,6.556757,6.3211336,2.8198066,3.9834101,2.7142286
FAM134B,5.600642,4.828645,5.7975097,2.82974,2.321939,2.7142286
EXOG,3.6211388,5.0566936,5.2224536,3.0196865,2.836101,2.7142286
PCDHB4,9.607208,9.553574,9.704851,7.100443,7.990461,4.9989576
BMP4,11.0027485,10.589403,10.7030325,8.66937,8.425815,8.798744
SPRY4,5.9171596,5.4896054,6.173219,3.6025774,4.052219,3.9059174
NME1-NME2,11.474889,11.206724,11.41292,8.377967,7.1648383,9.313721
STRADB,5.892296,7.2994914,7.082967,4.5310845,4.9274883,2.7142286
RFESD,6.8020406,6.9342146,7.0508995,4.711437,4.8796997,5.7062526
PSMA1,11.708509,12.092329,11.743246,9.840569,9.2365055,10.109476
KBTBD13,4.439556,4.147605,4.6034727,2.40226,2.6737313,2.7142286
FCER1G,8.242569,8.016554,8.296423,5.915128,6.5459166,6.5541286
C4orf48,12.56423,12.050208,12.660379,10.114127,10.152791,9.672054
TCF3,8.927923,8.596118,9.118057,7.49201,7.5976915,7.869409
EFHB,7.316901,5.0992193,7.084022,2.5824583,3.0981984,2.7142286
ABHD10,7.4335313,8.013172,7.9272456,5.524938,5.3140273,6.550249
VNN2,4.5869718,4.8862767,5.4801974,2.7458994,3.5253983,2.7142286
C12orf68,9.564519,9.118962,9.624341,7.665804,7.5998516,7.9315844
SEPT9,6.40097,5.5588264,6.707949,4.5135365,4.1711025,4.497416
GAL3ST4,11.686329,11.736529,11.870895,10.492991,10.82757,9.877763
SPINK4,9.213596,9.362738,9.23924,7.806884,7.452991,7.4650464
SUN1,5.3457685,5.282283,5.701209,3.6719825,3.4240625,4.476462
CDCA7L,5.139836,6.3627663,6.2737856,3.380328,3.8148603,4.5975347
TSSK3,4.5138397,4.2213326,4.729537,2.9147458,2.8067725,2.7142286
LIPT2,5.26839,4.566535,5.441762,2.40226,2.422747,2.7142286
FAM105A,8.205168,8.47646,8.501857,7.0429535,7.5221586,7.2500925
SNRPF,13.995072,13.78784,13.732672,12.817175,11.892785,13.057014
SPIN4,12.154334,12.015826,12.039318,8.810927,7.957269,9.637555
PPP1R14D,6.835625,6.667526,7.46778,4.0988855,3.9074252,2.7142286
ZBTB3,5.4035635,4.633211,4.61083,2.40226,2.3953748,3.9333494
TBC1D10B,5.5764375,5.01053,5.9073734,2.9284918,2.4119658,4.5580273
ATAT1,10.330435,10.59804,10.846357,8.77454,8.552579,8.130206
GCFC1,5.0486283,6.2525315,6.176838,4.3645444,4.2276163,2.7142286
RBBP4,10.059144,9.947209,10.617747,8.740646,8.272107,8.500434
NUP98,4.4633694,5.453306,5.5414667,3.634353,3.354641,3.7055194
SLC4A4,5.7601404,6.191211,5.622702,3.4493573,3.0977502,4.3394732
RRM2B,8.756148,8.33321,9.268862,6.179127,6.880694,5.3391094
ORAI1,6.7295613,6.217289,6.9326463,4.646706,4.000288,5.74861
DHX34,3.8591242,3.9080675,4.6190434,2.9231346,2.321939,2.7142286
BCAN,7.431428,7.7697506,7.870386,6.0772543,6.7452474,5.1899467
ALDH1A3,6.403799,7.4446526,7.4961996,6.0209775,5.918445,5.7541995
MYO1A,5.4615364,4.3899155,4.38745,2.40226,2.5039852,2.7142286
FAM192A,7.530234,8.09075,7.986301,5.787782,5.857076,7.026697
LIX1L,7.2944813,6.987522,7.471495,6.2187767,6.4213085,6.0711484
RUNX3,14.565641,14.344429,14.852766,11.297263,11.715044,10.554965
CCDC96,8.993276,8.74119,8.749793,6.846284,6.3976746,7.6704264
ZMYND15,5.363229,4.4120812,5.3734126,3.6465645,2.791287,2.7142286
EMID1,5.9250875,6.3984466,6.6856546,3.294235,3.0697832,2.7142286
RRM1,7.3948793,9.076771,8.5980015,5.7400312,4.7380695,6.9253416
NR2F2,6.6679087,6.1025686,6.7837477,4.3943295,3.9939399,2.7142286
TCP11L1,4.686953,3.5429497,3.5919168,2.560223,2.6675448,2.7142286
MRPL33,12.307719,12.132854,12.383165,11.209472,10.965401,11.344816
BBS7,9.26277,9.213596,9.518466,7.9761915,7.364819,8.816486
MRPL55,5.805952,5.578442,6.224521,5.056595,4.2465153,5.1032476
ACADVL,6.2391415,6.8482914,7.1150284,4.726953,4.5637217,4.9933867
DNAJC19,10.425229,10.234343,10.461273,8.73961,8.313149,9.4609585
BSND,6.186235,6.1723604,5.902504,5.0282407,4.592656,4.7606726
LXN,12.117237,12.169991,12.10222,11.016299,10.422058,11.484136
MRPS34,8.636337,7.494572,8.483509,4.824442,3.6441345,6.02308
LRRC41,8.347433,7.6467075,8.193943,3.6795928,2.8977108,4.302851
PLK1S1,3.932868,4.4930854,5.0935674,3.4530969,2.5255988,2.7142286
KDELR1,7.3090196,7.0860972,7.5673175,2.40226,2.5367844,2.7142286
GGCX,8.471355,7.8947945,8.426181,6.1860714,5.518774,7.107164
CASD1,7.426426,8.803635,8.590038,5.262621,6.183747,5.449496
RPS23,12.887633,12.887633,12.925384,8.4662075,8.350799,8.258469
DMRTC2,6.944921,6.6606793,7.1000266,5.9454856,5.5415764,5.8429184
SLC27A2,5.22283,5.9296274,5.7702694,2.40226,3.0165327,2.7142286
KHDRBS3,9.074918,9.197237,9.621058,8.305099,8.077483,7.5990114
C11orf10,14.503222,14.415181,14.470163,13.549359,13.385182,13.407609
MFAP3,7.0405884,7.841085,7.7789783,6.0141373,5.858783,6.6131916
FST,7.160489,7.5120335,7.660242,6.287654,6.3832855,6.406856
MSH5,6.80465,6.9594007,5.028594,4.4986415,3.9632277,4.52907
SCML2,4.380029,4.1611557,4.6764326,3.292254,3.4506197,2.7142286
LDLRAD1,6.20354,6.250751,6.631355,5.00322,5.35156,4.394611
MBD1,5.762038,5.416362,6.055766,3.3290272,2.5338895,4.0902605
CAMKMT,7.345776,7.6725264,7.9387794,5.1898108,5.6173162,4.963583
STX16,4.2959743,4.878519,4.67687,2.9818392,3.8661094,3.7818158
IFNGR2,10.965401,11.433091,11.603333,8.897384,8.539301,9.230392
YBEY,8.908194,8.6995,8.949152,7.153544,6.932811,8.241177
SPATA25,4.9525814,4.757397,5.4603715,3.1357355,3.3923254,4.254558
GCFC1,5.649192,6.4402857,6.595391,3.0422301,3.7818158,2.7142286
PPP2R5A,6.694598,8.734895,8.306331,4.9891076,5.2852073,6.049378
CXCL6,3.7211003,4.313192,4.349866,2.40226,2.373426,2.7142286
MIF4GD,4.3875566,4.7133946,4.7591443,2.40226,2.321939,2.7142286
AAR2,6.824838,6.751632,7.0889535,5.455652,5.622403,4.624448
SLC35G2,10.862129,10.280377,10.715217,5.326102,6.0706625,4.462536
PTK7,9.819586,9.857271,10.450931,8.09634,7.881545,7.9255643
SOWAHD,8.774432,7.9178753,8.303721,6.6816626,7.14143,7.7476015
DMTF1,5.313763,6.277628,6.31818,4.7519135,4.754634,5.1104045
SLC3A2,5.7900834,5.3518515,5.7339497,3.8070123,3.6151175,4.864521
MCU,3.6309805,4.6686907,4.5324626,2.858904,2.8936331,2.7142286
COCH,5.00151,5.903623,5.8673,4.154463,4.403735,4.3340764
ADRA1D,5.6801133,5.3684125,5.9235716,2.40226,3.0065136,2.7142286
LSM5,11.503743,11.527875,11.7333145,8.679758,8.035456,9.441584
ANGPTL7,5.771694,6.089593,6.123345,4.3748016,5.006476,4.4203587
CACNA1S,5.158374,5.297085,5.519388,2.8873522,2.8461695,2.7142286
ITFG1,7.7226763,9.076423,8.831647,6.8317633,6.46002,7.3627367
SLC30A6,5.8511467,7.256758,7.052988,4.2488127,3.1953635,4.877444
C17orf58,11.0960245,10.776124,11.375901,9.076423,9.083608,8.809617
FAM65A,6.9004455,6.303941,6.763659,5.6550717,5.198389,6.0704527
C19orf81,7.9204426,7.1648383,7.857633,5.7631893,5.7714753,5.572871
FAM59A,6.0730033,6.0115385,6.4024515,4.304517,3.7470484,4.933585
ZNF174,9.057183,8.564985,8.836552,6.106945,4.8968406,7.3513227
NF2,6.1926947,5.6772203,6.494064,3.464238,2.809501,3.7512841
MOSPD3,8.623054,7.7387996,8.473676,7.108432,7.5701036,7.084022
SUMF1,8.128747,8.579938,8.663692,7.002454,6.790002,7.7196503
ARHGEF10,5.9910917,5.8305383,6.493487,3.5152946,5.193357,4.303659
CELF4,6.2007,6.2444057,6.80817,4.4109435,5.3067474,4.011555
FAM150B,12.82875,13.063031,13.681434,10.617003,9.863985,10.345169
MSANTD4,5.982188,6.975149,6.846928,4.9827185,5.2724724,5.103751
SLCO4A1,5.85236,5.665208,5.7594104,4.675878,4.0936294,4.585757
CHST14,6.550727,5.973228,6.5887613,4.9817924,5.072841,3.644266
SLC41A3,6.588384,6.279645,6.6717987,3.1203766,3.2705803,4.566374
ATOX1,10.861277,10.394927,10.854357,8.75192,8.210921,9.41775
PNPO,6.128926,5.884267,6.4281297,5.0056825,4.666652,4.5869007
PROS1,4.172162,6.6879683,6.2591667,2.6556025,2.5346446,2.7142286
CTAGE5,3.756327,4.250374,4.3198533,2.8344204,2.6416395,2.7142286
TSEN2,4.2931285,4.59097,4.693799,3.2708812,3.8770218,2.7142286
SPHAR,12.748062,12.575136,12.67221,10.565075,10.306616,10.793674
LETMD1,6.337368,7.179563,7.1205277,4.8635426,4.991884,5.773139
KCNC3,12.147847,12.160353,12.381718,9.629627,10.198687,8.982138
MRPS14,10.459005,10.495902,10.563374,5.1019998,4.783421,6.724314
LTF,8.245998,8.178419,8.354151,7.09006,6.970559,7.1328087
FEZ1,9.248985,9.174597,9.422678,7.113794,7.2425823,7.3502965
KCTD3,5.134514,6.382262,6.2150717,3.6884665,3.8147986,3.969337
RNF125,7.4446526,7.562132,7.2751684,6.0398803,6.350335,6.566448
TAF6,5.574009,5.528688,6.22956,2.40226,2.3988209,2.7142286
DAD1,13.934184,14.050781,14.053673,12.052975,12.197368,12.011368
SLC2A6,6.271931,6.096549,6.471174,4.8417487,4.5303326,4.862089
KHDC1L,6.204238,5.855895,5.6401234,4.602352,4.4848614,4.368367
RIC8A,11.253947,11.129391,11.495322,9.580341,9.0197315,9.513051
TMEM87A,6.9738083,8.756414,8.420169,4.7661304,4.1038666,4.9696684
ZNF19,7.1717367,6.683794,7.053215,4.0883904,4.0025764,5.4528074
CCL21,6.425324,6.3284807,6.687077,3.1696787,3.0765855,3.8330784
ECI2,8.812592,9.220004,9.166763,7.5287747,7.6640854,7.858458
HEMK1,5.2971587,3.9659555,5.4875417,3.6692376,2.9793658,2.7142286
SLC25A42,4.7485337,4.422555,5.795495,2.40226,2.321939,2.7142286
RBPMS,12.548029,12.2806835,12.5051775,10.635043,11.36926,9.529677
SOAT2,4.6709905,4.793727,5.0897684,3.1792645,3.6792927,2.7142286
NDUFB3,11.220415,11.074419,11.168325,9.307343,8.31235,10.19209
P2RX6,4.02828,4.0139227,3.8522754,2.784769,2.5559962,2.7142286
ZNF280D,6.381566,6.9323215,6.6363354,4.5447736,3.3860283,5.2713985
ATP2A2,11.945347,12.46088,12.430802,10.937246,11.2076,10.693247
IDI1,4.663872,6.5932426,6.4269032,3.2679815,2.755116,4.1375833
RBM12B,10.367195,10.455255,10.7054405,7.0777354,6.9679275,7.2824526
E2F4,8.956524,8.76358,8.999939,6.7421794,7.4233823,6.503902
VPS37A,9.092942,9.870516,9.599686,8.228477,8.6260195,8.146532
C18orf32,12.926756,13.075919,13.00314,11.687613,11.405542,11.8417635
CEP97,4.9660053,5.4607058,5.514916,3.6403139,3.2371664,3.8440135
ST7,5.122719,5.681338,5.726161,3.6608717,4.499574,2.7142286
MYB,5.233222,5.840249,5.7993927,4.248197,4.57298,4.143092
APEX1,14.12673,14.0822735,14.204266,13.120713,12.872782,13.101713
PRG4,3.8895006,3.802821,4.2277546,2.6650195,2.5565743,2.7142286
HSPD1,7.689407,9.24802,8.922637,5.342815,5.7598333,5.4580746
KLK11,12.769161,12.6371975,13.161839,10.984513,11.246518,10.328108
AP1G2,7.7774854,7.059588,7.806452,4.7762537,3.5686638,6.5928435
ZNF451,5.4274263,6.7810245,6.65758,3.6584435,3.8316495,4.867751
NXF1,9.240554,9.233339,9.531928,7.8588066,8.079859,7.992827
N6AMT2,5.707045,6.025998,6.1502166,3.1843505,2.345667,2.7142286
PFDN5,11.8396,11.40209,11.995798,7.8195386,7.315834,8.498258
TAF11,8.975708,9.452851,9.611506,7.652527,7.8077226,8.015884
KRTAP10-6,6.57316,7.8838544,8.230803,3.2832065,4.301877,2.7142286
DBNDD2,6.763191,6.622281,6.9877105,4.496419,3.2167141,5.445651
KCNN2,5.821453,5.695563,6.03081,3.3733673,3.456053,4.573329
EXOC8,12.7999325,12.695727,12.68615,10.396149,9.558394,11.079159
FBXO8,9.922401,10.629132,10.4973955,8.634598,8.405296,9.077233
BAX,7.369081,7.369728,7.822782,4.03585,4.626181,5.0463605
BMP3,10.475253,10.610866,11.074419,5.9173093,6.4292817,5.437444
PTPN20A,4.0024405,5.4770093,5.424833,2.6164412,2.4865487,2.7142286
TIGD1,11.07589,10.704438,11.385378,9.667452,8.951549,9.940371
AGTRAP,4.114719,3.9577641,4.422954,2.40226,2.4804935,2.7142286
PCDHB10,8.140083,8.216296,8.3347,6.9566126,7.1830697,6.224966
TSEN2,4.296392,4.932071,5.0368576,3.9021504,3.5602906,3.780696
OCA2,9.624999,9.507862,9.632256,6.7140474,6.0316777,7.637081
USH1G,8.761165,8.600599,8.665981,6.8616705,6.7931223,6.56791
BSDC1,3.7526555,4.1305947,4.7311025,2.6062078,2.6111753,2.7142286
C11orf31,7.117387,6.2489033,7.074433,4.567729,3.9501603,5.640402
TET2,5.774748,5.367262,5.855137,4.325403,4.569284,4.7872286
EEF1B2,12.994241,12.65207,12.93421,10.364624,10.344238,10.70252
PLXNB3,10.352994,10.555285,10.186728,9.248292,9.840045,8.905575
MED17,7.587381,8.678686,8.306483,5.9646134,6.1540666,6.50552
CSGALNACT1,5.6663847,6.4823,5.560445,3.5974498,4.245713,3.6525607
SLC24A1,4.3352284,4.1479216,4.631117,3.0938249,2.5863967,2.7142286
NDRG3,6.2133374,7.152812,7.0009923,3.3623796,3.506661,4.1531177
AXL,7.9660053,7.9610004,8.118765,6.35977,5.928319,6.351599
ZNF673,4.711851,4.7842836,4.938725,2.40226,2.5151467,2.7142286
COG5,8.140425,8.890481,8.879715,6.961012,6.661392,7.0067883
ZDHHC7,5.4021754,4.8052716,4.768719,2.40226,2.321939,4.3239417
THSD1,4.363269,4.116072,4.5505023,2.6203752,3.0750453,2.7142286
CHEK2,8.430307,8.491546,8.698045,6.9769316,6.9104514,7.4725432
ANKRD10,8.701788,8.556635,8.559374,7.4423423,7.7476015,7.3316073
KCNIP1,5.1076503,4.897074,5.519904,3.228355,3.2764301,2.7142286
RPS6KB2,6.740509,6.868927,7.069158,5.208853,4.1646175,6.1378355
CADPS2,7.931458,8.40666,8.368146,6.807182,7.2670965,6.317232
ZNF680,8.190596,7.9647818,8.180446,6.7064476,7.0758753,6.5261292
LOC100505549,5.6664543,5.8627205,6.1615047,3.5590932,3.0355275,4.335926
PTCRA,7.9366703,8.204648,8.169126,6.844951,6.9664645,5.8064604
PAICS,7.3802056,8.159087,7.8727064,4.8268056,4.3698006,5.4744043
ATXN10,9.032797,9.782604,9.821727,8.266388,7.6437626,8.756414
C18orf63,8.80312,8.592297,9.118628,7.9390125,7.4051886,7.939421
MPHOSPH8,10.872512,10.388672,10.7624655,9.185154,9.253644,9.567922
SLAMF8,3.8747659,3.6728325,4.282844,2.40226,2.4150133,2.7142286
PABPC4,9.202088,9.0600815,9.364604,6.631355,8.105127,7.248012
TSPAN15,12.930935,13.410227,13.463404,9.726437,9.703766,8.139159
ABHD11,5.8764954,5.4838085,6.3425446,3.6420002,3.4497983,5.237214
RSC1A1,9.467133,9.354535,9.6711445,7.029227,6.595391,7.9479284
SALL1,4.4970307,5.2919807,4.913176,2.40226,3.3284683,2.7142286
AP5Z1,7.3997445,6.9664645,7.493293,5.693745,5.5414667,5.148572
CD14,6.3380413,6.5186625,6.884301,4.777321,5.5473614,4.5617995
KIAA1598,6.529938,7.728846,7.495788,4.528354,3.6704776,5.4064717
MGST1,9.35476,9.415343,9.452259,7.371142,7.8735247,7.2175183
CABP4,10.443574,10.069707,10.403356,8.75821,9.531928,8.421368
BOLA3,10.502496,10.181902,10.3121605,8.868781,8.341529,9.844745
ATP5O,8.101954,8.571396,8.7138,6.70091,7.4287148,7.2210526
C9orf3,4.1011267,4.4080315,4.2742743,2.9495943,3.7856643,2.7142286
RAB26,7.1794796,6.7391376,7.0951824,5.1258054,4.4986415,5.2353086
GGNBP2,13.045226,13.212863,13.096235,11.982813,11.360817,12.265099
MRGPRX3,5.1830554,4.3695493,4.941959,4.186728,2.5738144,2.7142286
GHRH,6.528429,6.6294737,6.6902924,5.919776,4.8238893,5.883457
LUM,12.395731,14.259825,13.828431,10.456317,10.940557,9.0457945
NACA2,12.373802,12.487055,12.668039,10.352344,9.743197,10.961549
CSMD2,4.765479,5.8936744,4.8287425,2.40226,2.5346675,2.7142286
PTGES3L-AARSD1,4.544381,4.1403685,5.16772,3.6412308,2.7117758,2.7142286
NARG2,7.7271743,9.099728,8.659646,6.0464325,7.00219,6.493487
FABP1,4.2119436,4.3903346,4.552291,2.9765234,2.9543846,4.0433865
SIRPB1,10.07854,10.325525,10.285978,8.6136675,8.564985,8.033511
NCAN,4.0132327,4.3024664,4.8013816,2.783088,2.456378,2.7142286
MAP2K6,7.9534216,7.7718883,8.158024,6.075918,5.412158,7.1720667
TMEM37,5.508035,5.2634244,5.884643,4.7121844,4.594605,3.923035
CRYBB2,6.3042073,6.312481,6.7006283,5.1601176,5.0822825,4.205672
VPS28,11.348237,10.682658,11.391689,9.205354,8.054613,10.022464
ETNK1,9.896989,10.080161,10.135731,8.800186,8.884035,9.00565
SNRPG,13.297817,13.233329,13.180358,11.787332,10.807111,12.26189
PPM1A,4.7675934,5.112013,5.355917,2.40226,2.725322,2.7142286
CNFN,12.582271,13.34225,13.214782,9.112792,5.3410683,10.457445
NMRAL1,7.508484,6.8570747,7.7699623,4.774241,4.442134,6.075918
ASMT,6.7737145,5.836791,6.586096,4.2141066,4.3503447,4.14654
ABL1,5.1704984,4.651741,5.342359,3.300616,2.865516,3.9676437
COMMD3,12.618828,12.539645,12.689209,11.513841,10.624265,11.837087
DDOST,8.66937,8.904518,9.04327,6.6620774,6.8927307,7.285965
RPL3,12.892195,12.932867,13.201234,8.522094,8.49509,8.507314
C16orf86,6.3649864,6.273574,6.7313194,5.2828074,5.247966,4.5680494
ACP1,8.712558,8.893164,8.83193,6.869102,6.104963,7.9598775
PCDHB14,6.423693,5.071927,6.02333,2.610655,3.3333666,2.7142286
BCAT2,5.9580016,5.940206,6.355661,3.9997635,2.971705,5.0034723
POC5,4.8282495,5.8719506,5.661812,2.7897036,2.9095693,4.668938
CACNA1C,5.3704596,4.843192,5.4889874,3.668938,3.813014,2.7142286
NFXL1,7.028119,7.6702356,7.5616612,6.029667,5.7423425,6.539254
GSTM2,9.782604,9.272056,9.644151,8.22699,8.881433,7.7422256
AKAP17A,14.745487,14.681261,14.921249,13.066382,12.823187,13.099989
SLC38A7,5.7148423,5.5522137,5.804023,2.40226,3.1681986,2.7142286
GPR174,5.642864,5.3863945,5.429709,3.1685045,3.8590343,2.7142286
DMD,5.980977,6.017927,6.6158633,5.213867,5.1270404,4.930465
PNPLA4,8.565933,8.753072,8.875745,6.218067,4.590653,7.6046734
SLC25A23,4.296483,4.520172,5.0326667,3.6279678,3.0937786,4.082794
POP4,7.6394806,7.601201,8.036127,5.8461375,5.58885,6.8755236
RTN3,9.593376,10.123665,10.140718,7.5221586,8.035719,7.919029
CCDC57,4.226388,4.168403,4.6801376,2.9952765,2.596267,2.7142286
GSTM2,10.464624,10.237211,10.624756,9.084846,9.844745,8.488969
ATG4D,5.363592,3.8441026,5.631624,2.7286515,3.2577403,2.7142286
TAF1L,8.237127,8.4126625,8.508323,6.5121984,6.810256,6.8194175
TUBGCP4,6.246833,7.019287,6.791408,4.294796,3.3777094,5.462348
SPTLC1,8.984435,9.734295,9.685226,8.2191305,7.871451,8.70956
ATP6V1H,5.957869,7.007125,6.954006,2.9192204,2.4030278,3.8969567
DUSP14,7.0954204,7.8927417,7.920027,5.134721,5.188091,6.1918974
MINA,4.548818,5.791465,5.8972263,2.40226,2.4466605,2.7142286
C11orf54,8.7652855,8.850042,8.955945,7.2420187,8.150505,7.2828
TH,4.923315,5.00301,5.473183,2.8022437,2.6554706,2.7142286
FBXO3,8.940154,9.5547285,9.471048,7.396143,6.3350935,8.40064
CNTNAP3B,6.779631,7.3559346,7.3739786,5.4768043,5.1183915,5.6425576
CCR2,5.675222,5.3489227,5.6301565,2.8809066,3.233665,2.7142286
HADH,11.501931,11.648468,11.701553,10.508446,9.816532,11.03455
C3orf33,6.732073,6.969137,7.1080594,5.31409,5.3228736,5.350066
SDHD,5.348003,5.5380187,5.71546,3.8274837,2.974763,3.852402
