GeneSymbol,Direction,PValue,FDR,FoldChange,EntrezID
USH1C,down,0.0029344672694,0.026829981,3.1322344,10083.0
NUDT9,up,0.0029366559135,0.026837919,2.3161926,53343.0
CLN3,up,0.0029395790402,0.026852559,2.7303779,1201.0
PUS1,down,0.0029437279627,0.026878379,5.1061325,80324.0
NECAP1,up,0.0029458534723,0.026885708,5.2677478,25977.0
TNIK,down,0.0029495372653,0.026894472,3.6421318,23043.0
FBLIM1,down,0.0029499360282,0.026894472,5.1257811,54751.0
CHST1,down,0.0029507833763,0.026894472,5.1065495,8534.0
POLR2M,down,0.0029523730077,0.026896899,2.4203432,81488.0
KAT5,down,0.0029558908502,0.026909491,2.3081757,10524.0
STAT5A,down,0.0029586971446,0.026914982,7.0563946,6776.0
GAPDH,up,0.0029601898645,0.026914982,4.535671,2597.0
ATP5C1,up,0.0029609791191,0.026914982,2.4827546,509.0
AFAP1,down,0.0029644113209,0.026934135,217.1602039,60312.0
FZD8,down,0.0029699031784,0.026960531,5.4559707,8325.0
PAQR4,up,0.0029699694686,0.026960531,3.1949683,124222.0
RCL1,up,0.0029747055279,0.02697031,5.3667605,10171.0
SLC52A2,up,0.0029753166433,0.02697031,3.007148,79581.0
SDHD,up,0.0029755555448,0.02697031,3.9511638,6392.0
ZFC3H1,up,0.0029775564132,0.02697031,5.5270546,196441.0
PTEN,up,0.0029777295203,0.02697031,2.7638685,5728.0
SREK1,down,0.0029790084094,0.02697031,3.4621937,140890.0
UPP1,down,0.0029821302188,0.026974542,2.5351387,7378.0
MRM1,up,0.0029873191626,0.026998133,3.1672056,79922.0
PTPN11,down,0.002995044694,0.027036859,4.4374862,5781.0
RNPEP,up,0.0029956707219,0.027036859,8.8105302,6051.0
CDC14A,down,0.0029972544502,0.027039146,5.2746251,8556.0
DESI2,down,0.0029993062571,0.027045652,6.9672479,51029.0
UACA,down,0.0030025070999,0.027061516,3.8801963,55075.0
HINT1,up,0.0030061571672,0.027061516,5.2676135,3094.0
MDH1,up,0.0030072811918,0.027061516,7.9004668,4190.0
NIPSNAP3B,up,0.0030077227329,0.027061516,3.2243397,55335.0
DYNLL1,up,0.0030105989265,0.027075408,7.1683413,8655.0
PROZ,down,0.0030160145527,0.02710434,13.7701325,8858.0
RPL12,up,0.0030164830442,0.02710434,6.6042878,6136.0
RPL36,up,0.0030196169601,0.027111013,8.8683313,25873.0
ATP6V1H,up,0.0030206952195,0.027111013,11.8482195,51606.0
HFE,up,0.0030223389794,0.027111013,3.9065782,3077.0
GPM6B,up,0.0030234172227,0.027111013,14.1786523,2824.0
PCDHB14,up,0.0030248365238,0.027111013,7.746618,56122.0
TAGLN2,up,0.0030278299365,0.027122364,5.7581279,8407.0
SMAD3,down,0.0030295323425,0.027125659,2.545368,4088.0
OPHN1,down,0.0030384921697,0.027193903,2.7336912,4983.0
LYRM1,up,0.0030435640899,0.027227306,2.5250797,57149.0
TMEM246,up,0.0030477538738,0.027252793,8.4036684,84302.0
SLC44A3,up,0.0030515623292,0.027274848,2.4078386,126969.0
KCTD18,up,0.003054986812,0.027290755,5.6607299,130535.0
GRIN2C,up,0.0030567816127,0.027290755,8.2485317,2905.0
CEND1,down,0.0030573701891,0.027290755,3.9205586,51286.0
OR51B6,up,0.0030608551811,0.027309869,4.9579353,390058.0
PDE8A,down,0.0030683118801,0.027364387,4.4495389,5151.0
SRGAP2,up,0.0030722791416,0.027365781,3.729217,23380.0
TTYH2,up,0.0030726984785,0.027365781,2.4348843,94015.0
TOMM6,up,0.0030747914655,0.027365781,3.3758466,100188893.0
FAM211B,up,0.0030768741633,0.027368695,3.4348602,388886.0
SCUBE1,down,0.0030789551616,0.027375225,4.1294945,80274.0
VPS13C,down,0.0030830030885,0.027387183,3.6720888,54832.0
C14orf1,up,0.0030889871217,0.02740448,9.1979894,11161.0
CHD1,down,0.0030945285884,0.027441664,10.4180334,1105.0
TSPAN6,up,0.0030966918997,0.027448872,6.8420548,7105.0
MRPS22,up,0.0030998309246,0.027464718,5.8922387,56945.0
SERPINE2,up,0.0031050818772,0.02748847,6.1778747,5270.0
CDPF1,up,0.0031052166291,0.02748847,2.5655523,150383.0
GPR113,up,0.0031106781959,0.027516489,2.7818802,165082.0
MPV17L,up,0.0031128838682,0.027518251,4.5851189,255027.0
SNRPB,up,0.0031169360255,0.027518251,2.2633782,6628.0
RNF125,up,0.0031169443695,0.027518251,2.1561087,54941.0
LRIG1,up,0.0031213301279,0.027518251,3.4262236,26018.0
DMRTC2,up,0.0031218022999,0.027518251,2.1813413,63946.0
PLAC8,up,0.0031221199459,0.027518251,2.3813298,51316.0
DLX5,up,0.0031353290886,0.027540187,14.6958656,1749.0
ISL1,up,0.0031405732352,0.027540187,5.9603035,3670.0
PDLIM4,up,0.0031427198966,0.027540187,2.656735,8572.0
GBA,up,0.0031458991364,0.027540187,3.0620431,2629.0
DNASE2,up,0.0031461523172,0.027540187,3.133958,1777.0
TENC1,up,0.0031462018562,0.027540187,6.5486939,23371.0
KLK11,up,0.003147343715,0.027540187,4.0083806,11012.0
TSC22D1,up,0.0031476614755,0.027540187,2.02882,8848.0
PFN2,up,0.003148532364,0.027540187,5.1634818,5217.0
POM121C,up,0.0031489984805,0.027540187,2.0310062,100101267.0
RORA,up,0.0031508759329,0.027544754,5.8620043,6095.0
SOWAHA,up,0.0031537667886,0.027558173,6.9438859,134548.0
PDIA6,up,0.0031570347946,0.027574874,4.580519,10130.0
SLAIN2,down,0.0031628905473,0.027580905,8.8407085,57606.0
VPS28,up,0.0031674896925,0.027580905,2.1684841,51160.0
NAV1,up,0.0031715989717,0.027580905,3.2072709,89796.0
ANGPTL3,down,0.0031720591652,0.027580905,8.7416891,27329.0
NLRP1,up,0.0031731038092,0.027580905,5.6325869,22861.0
GSPT1,up,0.0031753535717,0.027580905,4.9426851,2935.0
MS4A7,down,0.0031771044357,0.027580905,5.3148819,58475.0
ZNF626,up,0.0031776780568,0.027580905,7.5585622,199777.0
ANKS1B,up,0.0031804455339,0.027580905,4.1288136,56899.0
ANXA2,up,0.00318388746,0.027580905,8.0167992,302.0
UPF3A,down,0.0031844214203,0.027580905,2.3402233,65110.0
SF3B1,up,0.0031845766503,0.027580905,5.1072511,23451.0
ATRX,down,0.0031860968331,0.027580905,4.5735989,546.0
ATP6V0B,up,0.0031970610912,0.027651177,3.8368561,533.0
ATP8B1,down,0.0032042237333,0.027664069,3.6679341,5205.0
C10orf57,up,0.0032044091725,0.027664069,14.4231292,80195.0
RNF135,up,0.0032046698297,0.027664069,5.0294065,84282.0
FAM98B,down,0.0032059854746,0.027664069,3.0911576,283742.0
LIME1,up,0.0032067181486,0.027664069,2.2995916,54923.0
YY1,down,0.0032104862375,0.027677932,3.7389146,7528.0
HSPD1,up,0.0032123820472,0.027677932,8.5728825,3329.0
M6PR,down,0.0032124104566,0.027677932,2.7327712,4074.0
POLDIP3,down,0.0032210403168,0.027740527,2.4903579,84271.0
IFITM10,up,0.0032279111854,0.027776162,6.9415184,402778.0
RHEB,up,0.0032419810576,0.027873632,2.3677895,6009.0
SYCE1,down,0.003244713954,0.027885332,3.115101,93426.0
AMY2A,down,0.003255041858,0.027962268,2.342577,279.0
ADAT3,up,0.0032596278208,0.027973826,2.4107204,113179.0
PIGZ,up,0.0032605162716,0.027973826,2.1484775,80235.0
SDK2,down,0.0032732245034,0.028071008,7.1702499,54549.0
AMPD1,up,0.00327556381,0.028072148,2.9207554,270.0
PLCB1,up,0.0032781253861,0.028072148,3.583631,23236.0
PIGC,up,0.0032830084777,0.028095641,4.6643352,5279.0
SNF8,down,0.0032875850448,0.028122966,4.367956,11267.0
BST2,up,0.0032920775343,0.028149548,4.0998325,684.0
SLC26A6,down,0.0032950508004,0.028163123,2.2008332,65010.0
MEA1,down,0.0032997900249,0.028191775,3.2034382,4201.0
IL9,down,0.0033074903386,0.028233827,4.4970608,3578.0
SSX3,up,0.0033119181057,0.028259755,3.3805532,10214.0
PROX2,up,0.0033174810697,0.028295343,4.1405662,283571.0
ANKRD65,down,0.0033204918305,0.028299208,2.9469876,441869.0
FBLN5,up,0.0033230525644,0.028299208,11.2841601,10516.0
CRYBA2,up,0.0033237737978,0.028299208,4.4597342,1412.0
REG3A,up,0.0033255424111,0.028299208,4.3857634,5068.0
THBS4,down,0.0033260702607,0.028299208,2.5383298,7060.0
SV2B,down,0.0033279694854,0.028299208,3.5465455,9899.0
RALGPS1,up,0.0033287412502,0.028299208,4.3895383,9649.0
POU5F1,up,0.0033301822461,0.028299208,2.5550246,5460.0
TSC22D2,down,0.0033314519619,0.028299208,6.4440646,9819.0
CAPRIN1,up,0.0033347323249,0.028299208,6.3303092,4076.0
ZNF268,up,0.0033356168529,0.028299208,2.1473982,10795.0
PPP1R11,up,0.0033374268549,0.028299208,4.4742861,6992.0
FANCL,up,0.003339335074,0.02830358,2.5235318,55120.0
TNK2,up,0.0033440180937,0.028309266,4.4123545,10188.0
TSPYL5,up,0.0033441843651,0.028309266,2.8290591,85453.0
DAP3,up,0.0033457348767,0.0283106,3.0810561,7818.0
C16orf80,up,0.0033476714539,0.028315199,2.0186256,29105.0
MT1X,up,0.0033491334816,0.028315781,5.9583671,4501.0
RBM6,down,0.0033522316094,0.028326831,5.3241979,10180.0
FAM19A3,up,0.0033568024721,0.028326831,3.5857598,284467.0
PREB,up,0.0033572972781,0.028326831,5.3705291,10113.0
ZNF665,down,0.0033584391805,0.028326831,115.4846025,79788.0
RBPMS,down,0.0033588026321,0.028326831,6.5383501,11030.0
SIRT2,up,0.003360990839,0.028327936,8.6399674,22933.0
PIPOX,up,0.0033653260341,0.028334818,2.6098044,51268.0
PLA2R1,up,0.0033761322522,0.028414032,4.2125547,22925.0
CDC25C,down,0.0033794809701,0.028430443,2.9495408,995.0
SHISA7,down,0.0033889204459,0.028448701,3.8629418,729956.0
PRAMEF10,up,0.0033897322201,0.028448701,7.2544791,343071.0
DYM,up,0.0033899057375,0.028448701,2.9107555,54808.0
C20orf43,up,0.0033905888526,0.028448701,3.3841973,51507.0
FCAR,up,0.003391449095,0.028448701,2.4156115,2204.0
RBM42,up,0.0033936271904,0.028455228,2.5487231,79171.0
UBE2E2,up,0.0033981542431,0.028480691,2.7503491,7325.0
MACC1,down,0.0034012081838,0.028480691,6.1648503,346389.0
CLDN6,up,0.0034022689869,0.028480691,2.9554934,9074.0
TSPAN3,up,0.0034077253758,0.028514623,2.9895141,10099.0
DHRS12,up,0.0034135173782,0.028524778,4.0699831,79758.0
UGT1A6,up,0.0034146143894,0.028524778,7.469018,54578.0
XRCC2,up,0.0034160652933,0.028524778,3.7978735,7516.0
OAT,up,0.003417903967,0.028524778,15.0032797,4942.0
EPHA10,down,0.0034183508602,0.028524778,3.0045036,284656.0
SDF2,up,0.0034192133772,0.028524778,7.4052123,6388.0
ANG,up,0.0034211575682,0.028524778,6.0646799,283.0
POU5F1B,down,0.0034215698952,0.028524778,2.975089,5462.0
SPINK8,up,0.0034298607089,0.028582173,6.4885903,646424.0
MRAS,down,0.0034339184152,0.028604259,8.0394628,22808.0
GOLT1B,up,0.0034362877034,0.028605083,16.0545724,51026.0
BOD1L1,down,0.003436832158,0.028605083,5.7325382,259282.0
FMO4,up,0.0034439513003,0.028634713,3.5270789,2329.0
PA2G4,up,0.0034460273979,0.028634713,4.058285,5036.0
ADH1C,up,0.0034528309159,0.028672513,10.188066,126.0
WDFY3,down,0.0034533979126,0.028672513,4.8666071,23001.0
MLXIPL,down,0.0034583990417,0.02868632,7.8621504,51085.0
CACNA1I,up,0.0034596133169,0.02868632,3.0289596,8911.0
SPTY2D1,down,0.0034618709305,0.02868632,2.6540525,144108.0
ANAPC10,up,0.0034621177778,0.02868632,3.5364422,10393.0
PSMC5,up,0.0034648488741,0.028686565,7.8955194,5705.0
GTF2H2C,down,0.003468196596,0.028686565,7.6795954,728340.0
PPP1R21,up,0.0034685187411,0.028686565,2.5211024,129285.0
SORD,up,0.0034688971851,0.028686565,2.4221582,6652.0
SLC39A1,up,0.0034699713679,0.028686565,2.5546217,27173.0
ALS2CL,up,0.0034845725796,0.028776551,4.1421348,259173.0
NAT1,up,0.0034881178084,0.028776551,5.0251814,9.0
GATAD1,down,0.0034895010701,0.028776551,2.4060268,57798.0
LGALS12,up,0.0034912870928,0.028776551,2.533232,85329.0
FAM218A,up,0.0034954797517,0.028776551,4.0829784,152756.0
SULT1A1,up,0.003496581067,0.028776551,3.7208867,6817.0
NHS,up,0.003498239154,0.028776551,6.127414,4810.0
DNAJC28,up,0.0034984807851,0.028776551,3.6751698,54943.0
FAM50A,down,0.0034998565212,0.028776551,2.7686551,9130.0
RPS6KA5,up,0.0035001128905,0.028776551,3.2856053,9252.0
DLL1,up,0.0035001352209,0.028776551,4.6145649,28514.0
RBM4B,up,0.0035013240731,0.028776551,2.4793664,83759.0
IER5,up,0.0035086606594,0.028813547,2.0154528,51278.0
SLC39A4,up,0.0035149786335,0.028844867,2.7839821,55630.0
HAVCR2,up,0.003518089059,0.028855997,14.7715775,84868.0
PLXNA3,up,0.0035238817703,0.02889185,2.6428979,55558.0
CRYZ,up,0.0035306468998,0.028935644,6.5917497,1429.0
TRAPPC2L,up,0.0035324267574,0.028938563,3.4559558,51693.0
LAMB4,up,0.0035372338726,0.028939895,4.0222805,22798.0
SPNS1,up,0.0035373556176,0.028939895,3.9415752,83985.0
RFFL,up,0.0035389381974,0.028939895,3.1031818,117584.0
ACSM3,up,0.0035395043428,0.028939895,3.2802517,6296.0
CLIC2,up,0.0035399872095,0.028939895,2.5486731,1193.0
KIAA0513,down,0.0035411325322,0.028939895,263.9823079,9764.0
PHACTR1,down,0.0035441428559,0.028952855,4.0843904,221692.0
KLRG2,up,0.0035474767706,0.028968447,2.9927503,346689.0
UGT1A7,up,0.0035528575487,0.028995506,19.1315484,54577.0
SLC4A1,down,0.0035536435757,0.028995506,8.5622166,6521.0
METTL23,up,0.0035564160333,0.029006483,3.1523432,124512.0
DBC1,down,0.0035611177489,0.02902719,74.3249234,1620.0
CX3CR1,down,0.0035618111563,0.02902719,2.7101392,1524.0
ZBTB37,down,0.0035662797189,0.029051958,6.5440084,84614.0
CBLB,up,0.0035694755047,0.029065518,2.4131685,868.0
SERHL2,up,0.0035708043426,0.029065518,3.4264657,253190.0
FAM122B,up,0.003574069238,0.029080447,6.0005146,159090.0
WFIKKN2,up,0.0035782454127,0.029102776,3.646139,124857.0
TUBB,up,0.0035816845108,0.029119095,2.4978924,203068.0
TMEM80,down,0.0035847383308,0.02913227,5.2522664,283232.0
TERF2,up,0.0035895269401,0.029159526,7.4731644,7014.0
